source,image_path,nose-x,nose-y,left_eye-x,left_eye-y,right_eye-x,right_eye-y,left_ear-x,left_ear-y,right_ear-x,right_ear-y,left_shoulder-x,left_shoulder-y,right_shoulder-x,right_shoulder-y,left_elbow-x,left_elbow-y,right_elbow-x,right_elbow-y,left_wrist-x,left_wrist-y,right_wrist-x,right_wrist-y,left_hip-x,left_hip-y,right_hip-x,right_hip-y,left_knee-x,left_knee-y,right_knee-x,right_knee-y,left_ankle-x,left_ankle-y,right_ankle-x,right_ankle-y,x1,y1,x2,y2,confidence,width_bbox,height_bbox,sex,height,weight,bmi,shoulder_width,shoulder_symmetry,shoulder_y,hip_y,ankle_y,body_height
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000007_F_27_157480_6214216.png,0.6528537849833286,0.08636959854241283,0.6932712515961975,0.05875718623624941,0.5860096198611309,0.057894300753884104,0.7399066834119609,0.06824895056429078,0.4725300229231697,0.06824895056429078,0.7818786413255534,0.23564922419242956,0.32018745067306326,0.2321976630453499,0.8782585568379327,0.4746691802286681,0.2098168882961035,0.48761243844212454,0.9202304454721197,0.34609885419946473,0.10100079124009026,0.6972942208162783,0.6544083455634577,0.6645045052247324,0.362159373946953,0.6601899961380274,0.7025982686799447,0.9009357904006612,0.3279600457354923,0.8819523193974339,0.3777045294321084,1.0312318585681675,0.3777045294321084,1.0312318585681675,9,17,890,1605,0.99643874168396,881,1588,0.0,1.5748,62.14216,25.0574,0.46169119065249015,0.05103304599930836,0.23392344361888973,0.6623472506813799,1.0312318585681675,0.42842380706249017
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000029_F_21_152400_6758526.jpg,0.5339570939981075,0.1398799145145995,0.5776841404519018,0.09810724036325093,0.44858513836318314,0.10805310644393415,0.6193290947106952,0.08219383094373013,0.29241690924459923,0.10208558464184897,0.7505103693050683,0.25923037209305533,0.1570711121777488,0.28409509113664433,0.9608168721727289,0.4889800745412844,0.10293279335100859,0.528763581937522,0.8733626891098135,0.38156466056699895,0.15915336214457165,0.7256918983217184,0.7276055971311853,0.688892135673959,0.3382262282040482,0.7197243226777523,0.6922075505446824,0.9415173796422901,0.42359818383897246,0.9584253670551782,0.7213589148472119,1.148391583643922,0.4569140480751477,1.167288619359783,68,65,745,1482,0.96479469537735,677,1417,0.0,1.524,67.58526,29.0993,0.5934392571273195,0.04620925925859143,0.27166273161484983,0.7043082291758557,1.1578401015018525,0.43264549756100584
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000039_F_21_154940_7257478.jpg,0.4642789490829558,0.20956199798729444,0.538379917483358,0.16802911603871243,0.39501063781377127,0.16595248066890342,0.6398660332493528,0.21890689351651865,0.3048007897371371,0.1971021421303399,0.8025659865881565,0.4141114328564407,0.19687106341299926,0.4867939471743923,0.9411026091265255,0.681998515606381,0.14048991682966788,0.8284018982922724,0.9765421850441476,0.9052377124419089,0.21459087394398346,1.1295152051432913,0.6978581445456962,0.9208124995345269,0.3789017355653661,0.921850853584515,0.7316868347529124,1.3641758892397522,0.4127304257725823,1.3641758892397522,0.7558501655533469,1.3641758892397522,0.3901779355382073,1.3641758892397522,21,4,697,1053,0.9631062150001526,676,1049,0.0,1.5494,72.57478,30.2314,0.6056949231751572,0.0002814749994221044,0.4504526900154165,0.921331676559521,1.3641758892397522,0.4708789865441045
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000045_F_21_170180_6758526.jpg,0.4863779382798277,0.11353851365820616,0.5341760579822132,0.07501463941986417,0.41733613986413454,0.07274852533177306,0.5855148463573271,0.10674017732658801,0.2916446796898703,0.09314351059600688,0.7253686849353382,0.32768591232655764,0.13585807281790427,0.34468171162701694,0.8953177442828429,0.6744006974144634,0.1004520342187974,0.668735438891184,0.6828814756523058,0.4783822114508408,-0.0022254939218169277,0.9531322141086703,0.6510160131361878,0.9553982985334856,0.2863337507525694,0.8964795339533923,0.6191506246918613,1.203537533108962,0.28810406657098564,1.203537533108962,0.6386239505508571,1.203537533108962,-0.0022254939218169277,1.0097849891864308,4,4,416,647,0.9227389693260192,412,643,0.0,1.7018,67.58526,23.3365,0.5895106121174339,0.06938662112337873,0.33618381197678726,0.9259389162434389,1.1066612611476963,0.5897551042666517
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000057_F_22_172720_14061364.jpg,0.550714706484213,0.14322835180336602,0.6175705525884985,0.11152320327417684,0.4952385613532482,0.11050046645049366,0.7014961084389588,0.14834209277270982,0.42269283310506356,0.14322835180336602,0.8181382175303099,0.3467549808689806,0.23350486913657287,0.3436867590277454,0.859389752273243,0.6760794672276685,0.07134376620850623,0.5911914808384174,0.8977963142869878,0.8867653222801788,0.05285171255531153,0.8755150239265089,0.6147256431737876,0.9542665666332899,0.23777226491587786,0.9205159444567343,0.6417525042142116,1.0238133528548807,0.23919471962323327,1.0238133528548807,0.8963738912368711,0.8959699878038841,0.19936567124489432,0.8775605657949889,60,1,542,672,0.9975361824035645,482,671,0.0,1.7272,140.61364,47.1349,0.584633348393737,0.025821543333441443,0.345220869948363,0.9373912555450121,0.8867652767994365,0.5921703855966491
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000057_F_22_172720_7166759.jpg,0.5451873154990222,0.14835031373692825,0.5903846199044825,0.11898135616967599,0.5054685590356122,0.12076128973822933,0.6574956753910951,0.13678072764595753,0.45753205410696823,0.13945063396391222,0.75199902990091,0.3165544236983239,0.3602894990739697,0.29786506754239156,0.9437449761676444,0.5248071403592894,0.03569100537168135,0.42246072752760944,0.6492780370976233,0.38953185510225274,0.2685253450873383,0.37440243766492376,0.6355818508621014,0.728610017133747,0.3753552304852023,0.7117006541976153,0.6177768454798436,1.0107301618085418,0.34248453041563254,1.0107301618085418,0.6150376816805806,1.0107301618085418,0.3575502251029445,1.0107301618085418,66,36,897,1315,0.9879611134529114,831,1279,0.0,1.7272,71.66759,24.0236,0.3917095308269404,0.05614426448743992,0.30720974562035774,0.7201553356656811,1.0107301618085418,0.4129455900453234
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000062_F_23_154940_5715264.png,0.659925472964147,-0.004330786503576282,0.7126444433904756,-0.004330786503576282,0.5808469930272193,-0.004330786503576282,0.767246319230195,-0.004330786503576282,0.40009614009006766,-0.004330786503576282,0.8764498765301553,0.19466356195762555,0.20428277276883458,0.21386475330617616,0.9856535310198546,0.37707501500184637,0.16097786775819814,0.48442724501188605,0.9856535310198546,0.2575038532386678,0.0724852738107086,0.7200784387405373,0.8143168649855693,0.6808032172469304,0.3775022956216411,0.6921494003588904,0.8180824814328722,0.9880225943673837,0.37561948739798967,0.9993687324016802,0.8143168649855693,1.0168243363125462,0.3210176601531399,1.1171942616495107,22,5,336,682,0.9786434769630432,314,677,0.0,1.5494,57.15264,23.8072,0.6721671037613207,0.04036632464949497,0.20426415763190087,0.6864763088029104,1.0670092989810285,0.4822121511710096
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000063_F_23_177800_8391459.png,0.6078483775868633,0.0051870406672556504,0.6671152040939923,0.0051870406672556504,0.5587416402789314,0.0051870406672556504,0.768715487762147,0.0051870406672556504,0.4435946949296615,0.0051870406672556504,0.887249140776405,0.15272182594621064,0.2641008446778966,0.1589059284282929,0.9905427275834024,0.42482192966719023,0.07275368657751075,0.41598752273568385,0.7653288138929264,0.27286991888494727,0.2268474321164694,0.35856377190072575,0.7280754013314992,0.5714732610304737,0.3623144544768307,0.5697063796441724,0.6721952486935908,0.8789110453675621,0.34707438826957016,0.8762606880280546,0.6637285302247716,1.059133087810514,0.34707438826957016,1.059133087810514,47,0,950,1731,0.9803479313850404,903,1731,0.0,1.778,83.91459,26.5445,0.6231482960985084,0.07567499272715084,0.15581387718725176,0.570589820337323,1.059133087810514,0.4147759431500712
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000063_F_23_177800_9979033.png,0.26495969706568223,0.2473172230582124,0.8443312151678677,0.14073438015336412,0.5868327699858567,0.00262704184942321,0.6236182245714911,0.12046863082845481,0.19905236671710835,0.13848263380709927,0.8765184468236463,0.00262704184942321,0.38911072961215315,0.08744296675307141,0.2894833663414264,0.2518207318550049,0.2894833663414264,0.25332189071776057,0.9638840247844828,0.1429861426038918,0.20671599486778522,0.12797446540289,0.8305366121489426,0.48300040453908305,0.43815803527832037,0.4957603273416887,0.7324420008166083,0.8365251767603892,0.4396907543313915,0.8380263517274077,0.741638315135035,0.9979006482932058,0.4197653079855031,0.9979006482932058,0,0,928,1895,0.9689197540283204,928,1895,0.0,1.778,99.79033,31.5664,0.4874077172114932,0.1328145882178997,0.04503500430124731,0.48938036594038586,0.9979006482932058,0.44434536163913857
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_train/000075_F_24_149860_9071848.jpg,0.618655512761228,0.11280805947124097,0.6522318205234294,0.0831940139549366,0.5462012048327167,0.08812968820765399,0.6981784903743186,0.10096243595731431,0.4154300551053025,0.10885951829993207,0.8042091060650312,0.31517065075860506,0.30586507288218784,0.26087826936141306,0.8077434409073209,0.5204946855185688,0.0019105453728886779,0.4188198100656703,0.8289496401017329,0.7011403136322464,0.22457489615784007,0.607362502830616,0.7388235312013239,0.7248315783514493,0.4295674895447982,0.7179216202445652,0.6681364540741822,1.0446632274682972,0.4967202318296502,1.0713158118206523,0.8095106717086903,0.9479240262681159,0.10087247949522973,0.9489111328125,10,14,973,1739,0.9796309471130372,963,1725,0.0,1.4986,90.71848,40.3947,0.4983440331828433,0.055037089473609524,0.28802446006000904,0.7213765992980072,0.9484175795403079,0.4333521392379982
